Generated: 
Generated: 
Generated: 
Generated: 
StrName,Section,Sourcegroup,x1,y1,z1,x2,y2,z2,width,noiseabatementwall,Length[km],--,NOx[kg/(km*h)],--,--,--,--,--,deposition data
Rúa da Senra,1,2,537096.8,4747240.5,0,537077.4,4747246.2,0,6,-3,0,0,0.360126501,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida Antonio Fraguas,1,10,536749.2,4746426.2,0,536794,4746427.1,0,6,-3,0,0,0.059635617,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida Antonio Fraguas,1,10,536794,4746427.1,0,536822.9,4746427.9,0,6,-3,0,0,0.059635617,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida Antonio Fraguas,1,10,536822.9,4746427.9,0,536847,4746430.5,0,6,-3,0,0,0.059635617,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida Antonio Fraguas,1,10,536847,4746430.5,0,536865.8,4746432.7,0,6,-3,0,0,0.059635617,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida Antonio Fraguas,1,10,536865.8,4746432.7,0,536872.7,4746434,0,6,-3,0,0,0.059635617,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,7,535423.8,4745763.4,0,535441.5,4745763.2,0,3,-3,0,0,0.013957151,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,7,535441.5,4745763.2,0,535459.9,4745763.1,0,3,-3,0,0,0.013957151,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,7,535459.9,4745763.1,0,535474.3,4745762.8,0,3,-3,0,0,0.013957151,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,7,535474.3,4745762.8,0,535489.1,4745762.2,0,3,-3,0,0,0.013957151,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,7,535489.1,4745762.2,0,535511.4,4745762.1,0,3,-3,0,0,0.013957151,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,7,535511.4,4745762.1,0,535529.5,4745763.3,0,3,-3,0,0,0.013957151,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,7,535529.5,4745763.3,0,535547.2,4745766,0,3,-3,0,0,0.013957151,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,7,535547.2,4745766,0,535566.3,4745769.3,0,3,-3,0,0,0.013957151,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,7,535566.3,4745769.3,0,535578.9,4745774.9,0,3,-3,0,0,0.013957151,0,0,0,0,0,0,0,0,0,0,0,0,0
Rúa de San Caetano,1,11,537880.8,4748606.6,0,537873.5,4748599.1,0,9,-3,0,0,0.108849184,0,0,0,0,0,0,0,0,0,0,0,0,0
Rúa de San Caetano,1,11,537873.5,4748599.1,0,537867.6,4748592.7,0,9,-3,0,0,0.108849184,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,10,536836.5,4746481.9,0,536836.9,4746469.5,0,6,-3,0,0,0.026579801,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,10,536836.9,4746469.5,0,536831.5,4746460.5,0,6,-3,0,0,0.026579801,0,0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,1,10,536831.5,4746460.5,0,536824,4746455.6,0,6,-3,0,0,0.026579801,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,3,536413.1,4746529.3,0,536407.2,4746520.1,0,6,-3,0,0,0.019383739,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536346.9,4746213.5,0,536342.3,4746201.9,0,6,-3,0,0,0.026015445,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536316.1,4746141.7,0,536262.7,4746028.3,0,6,-3,0,0,0.140475445,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536262.7,4746028.3,0,536232.7,4745964.4,0,6,-3,0,0,0.140475445,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536232.7,4745964.4,0,536231.9,4745960.7,0,6,-3,0,0,0.140475445,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536231.9,4745960.7,0,536220.4,4745934.7,0,6,-3,0,0,0.140475445,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536220.4,4745934.7,0,536214.2,4745927,0,6,-3,0,0,0.140475445,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536214.2,4745927,0,536209.5,4745924,0,6,-3,0,0,0.140475445,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,2,536342.3,4746201.9,0,536337.8,4746191.6,0,6,-3,0,0,0.089245458,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,2,536337.8,4746191.6,0,536316.1,4746141.7,0,6,-3,0,0,0.089245458,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,6,536580.2,4746701,0,536500.1,4746620.4,0,6,-3,0,0,0.090948022,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,6,536500.1,4746620.4,0,536413.1,4746529.3,0,6,-3,0,0,0.090948022,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536407.2,4746520.1,0,536401.8,4746488.7,0,6,-3,0,0,0.056617559,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536401.8,4746488.7,0,536394.7,4746444.4,0,6,-3,0,0,0.056617559,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536394.7,4746444.4,0,536393.5,4746434.3,0,6,-3,0,0,0.056617559,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536393.5,4746434.3,0,536383.4,4746359.9,0,6,-3,0,0,0.056617559,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536383.4,4746359.9,0,536380.2,4746336.1,0,6,-3,0,0,0.056617559,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida de Ferrol,1,7,536380.2,4746336.1,0,536373.4,4746291.6,0,6,-3,0,0,0.056617559,0,0,0,0,0,0,0,0,0,0,0,0,0
